# CSV-File created with merge-csv.com
# -----------------------------------------------------------

fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,Aug,03,ARUNACHAL PRADESH,0324,LEPARADA,78917,444.914285714286,15,0,36.2612763,5,34,189,140,0,0,140,8220,10.674,47.5581563,9,10,4805,8230,0,5490,8959,194,0.62288,56,1,0,0,100,NA
2025-2026,Aug,03,ARUNACHAL PRADESH,0310,CHANGLANG,270949,265.571225787372,14,3,659.257310648,271,23,578,67630,24,2,46857,24205,18.61,857.473130648,4520,4520,16268,30100,0,17012,31223,849,179.60582,21743,0,37.57,38.88,100,NA
2025-2026,Aug,03,ARUNACHAL PRADESH,0319,KRA-DAADI,415576,126.566165320209,22,8,1110.6463143,141,4,439,370602,30,1,369950,22454,29.588,1609.2910543,16453,16526,21780,22486,0,22604,23414,580,469.05674,195172,1,45.43,50.74,107.14,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0301,TAWANG,212871,284.903997399383,33,7,257.857270125,114,9,353,190724,42,4,190280,13928,13.196,814.433570125,5610,5639,8807,13963,0,9535,14985,467,543.3803,106502,0,80.19,81.1,130.2,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0303,EAST KAMENG,733943,290.051194244604,12,2,2088.723650932,140,2,513,34750,0,2,34715,33973,39.48,2228.996440932,2685,2686,33674,34028,0,37139,37510,653,100.79279,17680,0,70.95,70.95,100.82,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0304,LOWER SUBANSIRI,162794,314.781710194451,22,0,33.5712055,0,60,250,49164,0,0,49112,7972,6.72,195.0504855,2164,2164,6305,7985,0,8640,11112,250,154.75928,24542,0,65.17,65.17,156.94,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0306,WEST SIANG,141348,223.32730098812,27,8,151.5783774,29,5,284,162126,45,2,161945,15725,20.87242,534.5224174,5892,7713,6888,15734,3,8165,17737,313,362.07162,70553,0,38.4,46.35,148.76,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0323,PAKKE KESSANG,156927,260.906929544796,18,0,656.6594226,14,0,108,6898,0,2,6898,7112,3.35,678.0067826,365,365,7097,7132,0,7832,7868,122,17.99736,3866,0,71.18,71.18,0,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0324,LEPARADA,99662,602.028571428571,15,0,36.2612763,56,31,138,140,0,0,140,7912,10.674,47.7781163,9,10,4712,7922,0,5272,8519,194,0.84284,56,1,0,0,100,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0309,LOHIT,132624,298.928162746345,12,2,202.823459194,7,7,238,3146,0,0,2452,7066,8.96,221.187739194,249,249,5518,7763,0,5608,7907,245,9.40428,1726,0,100,100,100,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0321,NAMSAI,602107,220.382746062708,16,139,501.4704366,66,28,434,104069,0,6,35880,10103,5.2925,736.1130566,6209,6213,17326,29793,0,18221,30965,500,229.35012,37251,0,50.41,61.64,112.35,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0328,KEYI PANYOR,113728,200.622314480237,25,33,15.34917,3,6,204,117063,0,0,117033,10097,3.58,253.78367,4644,6436,6082,10099,25,6679,10855,207,234.8545,58586,0,8.44,8.44,100.15,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0310,CHANGLANG,330144,239.381833576714,14,3,659.257310648,282,23,573,81491,24,2,56278,24187,18.61,872.941960648,5529,5529,16280,30081,0,16943,31056,855,195.07465,26532,0,42.85,44.81,100.13,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0316,KURUNG KUMEY,471450,231.695879794385,15,5,1205.5145713,149,6,361,63225,31,11,63104,22720,32.225,1384.2292913,4210,4210,19679,22775,0,21178,24596,510,146.48972,33309,0,50.89,66.32,157.98,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0317,ANJAW,207501,85.8906894519741,9,1,62.4160728,89,15,298,47516,21,5,47159,8770,4.89,108.1178928,4892,4892,8351,8926,0,8873,9457,387,40.81182,24944,0,49.04,44.35,100,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0318,LONGDING,372370,237.907590853839,24,2,182.1059682,6,1,120,104481,0,0,104201,18352,14.4475,445.1216982,4198,6151,6191,18372,0,7186,20280,126,248.56823,44588,0,62.61,62.61,116,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0328,KEYI PANYOR,113728,204.782406560576,23,40,15.34917,19,0,190,131208,0,0,131178,10117,3.58,287.62007,5586,7378,6100,10119,25,6700,10875,209,268.6909,65411,0,7.52,7.52,100.13,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0309,LOHIT,132624,360.827137546468,22,2,23.285063549,5,16,240,2152,0,0,2018,7066,8.96,40.010063549,94,94,5518,7763,0,5606,7905,245,7.765,1074,0,100,100,100,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0311,TIRAP,252387,216.667008114,23,31,299.650220552,103,1,1217,396352,4,3,395804,39744,14.247,1172.661240552,16814,17696,25564,39778,0,28258,43413,1320,858.76402,180769,0,98.15,98.71,102.24,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0317,ANJAW,207501,1.98274717982747,6,1,62.4160728,67,22,307,18084,7,5,17830,8814,4.89,67.6646328,2699,2699,8393,8971,0,8938,9525,374,0.35856,9542,0,47.79,35.46,0,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0319,KRA-DAADI,524806,150.101601329503,23,8,1110.6463143,156,1,428,388115,30,1,387452,22263,29.588,1722.8011443,16491,16563,21792,22295,0,22624,23229,584,582.56683,204484,1,47.42,52.5,118.04,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0306,WEST SIANG,141348,223.273188688016,27,8,151.5783774,29,5,283,159194,45,2,159013,15721,20.87242,527.8883174,5892,7713,6889,15730,2,8126,17693,312,355.43752,69491,0,38.8,46.55,149.81,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0310,CHANGLANG,330144,259.967337887229,15,3,659.257310648,277,23,576,73051,24,2,52278,24205,18.61,867.776050648,4821,4821,16272,30099,0,16975,31152,853,189.90874,23510,0,39.69,41.88,100.08,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0313,UPPER SIANG,164016,218.391147065254,24,3,190.383235444,81,4,289,150933,0,0,150678,8481,17.7,537.707545444,6288,6294,8139,8500,0,8430,8804,370,329.62431,61691,0,53.16,55.8,102.05,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0319,KRA-DAADI,524806,196.753295283196,23,9,1110.6463143,159,1,430,410511,30,1,409775,22257,29.588,1947.9282343,17451,17523,21785,22289,0,22611,23222,589,807.69392,217308,1,47.86,52.67,129.11,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0325,KAMLE,261114,157.290855958239,27,6,235.59341,15,12,263,200185,193,11,199279,11126,10.522,560.98811,7393,7400,10584,11193,0,12143,12882,278,314.8727,105154,0,25.94,32.02,100,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0301,TAWANG,212871,255.19710416196,33,7,257.857270125,102,11,362,185922,42,4,185478,13925,13.076,745.400830125,5609,5638,8807,13960,0,9527,14974,464,474.46756,103702,0,80.14,81.07,129.92,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0304,LOWER SUBANSIRI,162794,346.12091777682,23,0,33.5712055,0,61,241,44063,0,0,44026,7864,6.72,192.8024655,1899,1899,6195,7877,0,8640,11133,241,152.51126,21804,0,68.69,68.69,157.48,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0311,TIRAP,252387,222.22338116616,23,31,299.650220552,106,1,1239,410527,4,3,409939,39404,14.247,1226.184200552,17288,18173,25605,39439,0,28159,42926,1345,912.28698,187091,0,98.2,98.74,102.11,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0318,LONGDING,372370,227.600928750897,21,2,182.1059682,6,1,118,89152,0,0,88942,18361,14.4475,399.4642482,4194,6123,6190,18381,0,7183,20292,124,202.91078,39608,0,73.38,73.38,120.34,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0319,KRA-DAADI,524806,203.574040200954,23,8,1110.6463143,156,1,433,396906,30,1,396185,22252,29.588,1948.2318943,16544,16616,21788,22284,0,22617,23215,589,807.99758,209448,1,47.43,52.4,129.11,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0323,PAKKE KESSANG,156927,275.761500669942,12,0,656.6594226,12,0,110,4478,0,2,4478,7112,3.35,672.3580226,365,365,7097,7132,0,7848,7884,122,12.3486,2480,0,55.61,55.61,0,NA
2025-2026,Aug,03,ARUNACHAL PRADESH,0315,UPPER DIBANG VALLEY,50176,241.060664536442,49,2,161.843279,19,1,89,127999,161,5,123912,2697,3.23,473.628519,2563,2577,2786,2805,2,2821,2840,108,308.55524,69887,0,18.8,5.14,100,NA
2025-2026,Aug,03,ARUNACHAL PRADESH,0318,LONGDING,294825,215.088493160436,21,2,181.8459682,6,1,114,84289,0,0,84079,18341,14.4475,377.5894082,3919,5846,6180,18361,0,7181,20282,120,181.29594,37811,0,76.4,76.4,123.35,NA
2025-2026,Aug,03,ARUNACHAL PRADESH,0301,TAWANG,164048,277.109893704007,30,7,257.857270125,98,11,362,171220,28,4,170790,13971,13.076,745.400830125,5593,5616,8809,14006,0,9533,15030,460,474.46756,95436,0,80.6,81.6,129.92,NA
2025-2026,Aug,03,ARUNACHAL PRADESH,0305,UPPER SUBANSIRI,452525,187.683777878729,13,234,441.9474493,208,37,1048,369816,277,29,368128,39167,65.9315,1201.9635893,26577,26577,39249,39323,0,41396,41473,1256,694.08464,193505,0,52.52,54.27,140.36,NA
2025-2026,Aug,03,ARUNACHAL PRADESH,0306,WEST SIANG,111908,223.312021809867,27,8,129.3512814,12,5,286,159194,45,2,159013,15739,20.87242,505.7230414,5892,7713,6890,15748,2,8075,17658,298,355.49934,69491,0,38.8,46.55,149.81,NA
2025-2026,Aug,03,ARUNACHAL PRADESH,0309,LOHIT,109019,360.827137546468,22,2,23.285063549,5,16,236,2152,0,0,2018,7066,8.96,40.010063549,94,94,5518,7763,0,5606,7905,241,7.765,1074,0,100,100,100,NA
2025-2026,Aug,03,ARUNACHAL PRADESH,0311,TIRAP,199716,239.857526519137,22,31,267.688820552,89,1,1205,333627,4,3,333130,39751,14.247,1082.165290552,14710,15584,25402,39783,0,28290,43615,1294,800.22947,150764,0,97.8,98.47,102.01,NA
2025-2026,Aug,03,ARUNACHAL PRADESH,0312,PAPUM PARE,469892,218.121359661665,14,0,1411.7524347,134,2,565,132886,271,20,129850,32962,23.785,1725.3901847,9462,9463,27131,33910,0,28431,35245,699,289.85275,70919,0,30.48,30.48,101.04,NA
2025-2026,Aug,03,ARUNACHAL PRADESH,0319,KRA-DAADI,415576,152.592301078576,19,8,1110.6463143,96,4,479,286118,15,1,285556,22376,29.588,1576.8283543,14930,14983,21674,22408,0,22588,23427,575,436.59404,151912,1,52.35,58.25,107.42,NA
2025-2026,Oct,03,ARUNACHAL PRADESH,0303,EAST KAMENG,886413,251.524907712359,17,4,2495.069227708,186,2,511,142706,14,2,142465,34227,39.48,2893.490362508,8279,8280,33937,34286,0,37157,37531,697,358.9411348,75374,0,66.66,66.66,100.2,NA
2025-2026,Oct,03,ARUNACHAL PRADESH,0304,LOWER SUBANSIRI,196630,333.836506386787,22,0,154.471470415,0,51,262,49164,0,0,49112,7969,6.72,325.318850415,2164,2164,6370,7982,0,8630,11003,262,164.12738,24542,0,65.17,65.17,173.2,NA
2025-2026,Oct,03,ARUNACHAL PRADESH,0319,KRA-DAADI,634036,227.570304740503,28,10,1200.7781743,178,0,436,582955,30,1,581979,22187,29.588,2556.9986443,20359,20442,21724,22221,0,22474,23075,614,1326.63247,311239,1,48.8,52.18,132.52,NA
2025-2026,Oct,03,ARUNACHAL PRADESH,0325,KAMLE,315384,234.521598232218,30,6,439.99241,22,5,274,243469,272,11,242313,11348,10.762,1021.7418,7876,7883,10823,11421,0,12155,12877,296,570.98739,128034,0,21.4,27.21,147.67,NA
2025-2026,Oct,03,ARUNACHAL PRADESH,0304,LOWER SUBANSIRI,196630,333.836506386787,22,0,154.471470415,0,51,262,49164,0,0,49112,7931,6.72,325.318850415,2164,2164,6333,7944,0,8629,11002,262,164.12738,24542,0,65.17,65.17,173.2,NA
2025-2026,Oct,03,ARUNACHAL PRADESH,0306,WEST SIANG,170788,222.977770683254,31,9,151.5783774,40,5,291,194203,60,2,193782,15846,20.87242,605.4803174,6098,7962,7061,15865,3,8322,17851,331,433.02952,84953,0,38.93,45.96,143.21,NA
2025-2026,Oct,03,ARUNACHAL PRADESH,0309,LOHIT,156229,255.820180733779,14,2,259.66164571,57,3,259,16599,0,0,12589,6990,8.96,311.08523751,1119,1119,5471,7677,0,5654,7913,316,42.4635918,8733,0,84.63,84.63,100,NA
2025-2026,Oct,03,ARUNACHAL PRADESH,0324,LEPARADA,120407,602.028571428571,15,0,36.2612763,68,31,126,140,0,0,140,7883,10.674,47.7781163,9,10,4710,7893,0,5277,8498,194,0.84284,56,1,0,0,100,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0306,WEST SIANG,141348,224.649181456718,30,9,151.5783774,40,5,291,180076,45,2,179790,15861,20.87242,576.9900574,5998,7845,7061,15880,3,8317,17863,331,404.53926,78473,0,39.06,46.46,147.3,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0310,CHANGLANG,330144,233.521159849643,19,4,810.989148248,292,17,578,125568,24,2,87623,24171,18.61,1122.826998248,6381,6385,16286,30060,0,16956,31043,870,293.22785,42845,0,39.67,41.51,116.02,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0314,LOWER DIBANG VALLEY,246453,234.283718444957,13,0,541.584654044,180,9,415,76731,0,1,74202,13278,8.2275,729.580394044,5902,5902,13322,14301,0,14320,15353,595,179.76824,37693,22,40.49,38.11,203.97,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0318,LONGDING,372370,226.900905750448,29,2,182.2946282,8,1,123,159205,0,0,158925,18525,14.4475,557.9797152,5359,8696,6277,18545,0,7215,20313,131,361.237587,67421,0,60.74,60.74,116.37,NA
2025-2026,Oct,03,ARUNACHAL PRADESH,0303,EAST KAMENG,886413,253.031521998381,15,4,2495.069227708,186,2,508,125782,14,2,125593,34208,39.48,2852.817336708,8254,8255,33917,34267,0,37136,37510,694,318.268109000003,66343,0,69.76,69.76,100.23,NA
2025-2026,Oct,03,ARUNACHAL PRADESH,0310,CHANGLANG,389339,242.512017260312,20,4,810.989148248,292,17,580,129314,24,2,91350,24171,18.61,1143.201138248,6429,6434,16286,30060,0,16956,31043,872,313.60199,44080,0,40.86,43.19,122.49,NA
2025-2026,Oct,03,ARUNACHAL PRADESH,0312,PAPUM PARE,705072,214.369962961565,26,4,1505.2471618,228,0,536,503531,539,20,479683,33337,23.785,2608.45138,18689,18692,27537,34293,0,28430,35218,764,1079.4192182,267652,0,52.02,52.02,101.2,NA
2025-2026,Oct,03,ARUNACHAL PRADESH,0321,NAMSAI,629842,239.30752030369,20,204,502.2504366,144,25,418,207844,0,6,62571,10152,5.2925,1004.9292591,10002,10011,17507,29957,0,18234,30942,562,497.386322500001,73253,0,49.4,63.29,110.4,NA
2025-2026,Oct,03,ARUNACHAL PRADESH,0324,LEPARADA,120407,602.028571428571,15,0,36.2612763,68,31,126,140,0,0,140,7891,10.674,47.7781163,9,10,4710,7901,0,5273,8498,194,0.84284,56,1,0,0,100,NA
2025-2026,Oct,03,ARUNACHAL PRADESH,0306,WEST SIANG,170788,222.977770683254,31,9,151.5783774,40,5,291,194203,60,2,193782,15861,20.87242,605.4803174,6098,7962,7061,15880,3,8319,17865,331,433.02952,84953,0,38.93,45.96,143.21,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0303,EAST KAMENG,733943,301.657769743372,12,2,2088.723650932,140,2,512,28212,0,2,28177,33958,39.48,2213.307340932,2218,2219,33659,34013,0,37139,37510,652,85.10369,14306,0,77.12,77.12,101.01,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0305,UPPER SUBANSIRI,572057,209.50936293317,20,241,753.18478,222,21,1040,727977,409,29,724685,40230,66.0515,2344.416255,36333,36336,40308,40391,0,41438,41524,1262,1525.179975,382010,0,50.22,51.76,114.97,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0307,EAST SIANG,154036,300.487562189055,12,0,268.114168476001,0,18,410,3618,0,2,3597,12631,7.38034,286.366148476001,279,279,9124,12663,0,10007,13670,410,10.87164,924,78,100,88.02,100,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0310,CHANGLANG,330144,255.936302807662,15,3,659.257310648,278,23,575,76220,24,2,55447,24184,18.61,872.941960648,5077,5077,16278,30078,0,16950,31073,853,195.07465,24518,0,39.81,41.9,100.13,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0312,PAPUM PARE,587482,184.991516479052,15,2,1505.2471618,161,0,549,226439,328,20,217690,33282,23.785,1947.9251018,14177,14178,27461,34233,0,28422,35227,710,418.89294,121144,0,41.09,41.09,100.7,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0313,UPPER SIANG,164016,223.575675055363,25,3,190.383235444,87,3,284,161209,0,0,160922,8506,17.7,568.507345444,6330,6336,8164,8525,0,8430,8804,371,360.42411,65029,0,51.19,53.67,102.01,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0315,UPPER DIBANG VALLEY,63089,208.568032453838,55,2,161.843279,28,1,83,155051,182,5,150027,2717,3.23,488.460099,2812,2826,2806,2825,10,2821,2840,111,323.38682,84747,0,18.68,4.82,100,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0317,ANJAW,207501,219.100338218715,6,1,62.4160728,86,15,293,18627,7,5,18367,8810,4.89,108.1178928,2792,2792,8389,8967,0,8937,9524,379,40.81182,9845,0,46.33,34.37,100,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0319,KRA-DAADI,524806,183.050514344769,22,10,1110.6463143,160,1,430,441241,30,1,440462,22060,29.588,1947.9282343,19280,19361,21599,22093,0,22367,22966,590,807.69392,233843,1,48.82,53.29,129.11,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0301,TAWANG,212871,286.076497976133,33,7,257.857270125,114,9,334,190724,42,4,190280,13890,13.196,816.669810125,5610,5639,8802,13925,0,9528,14945,448,545.61654,106502,0,80.19,81.1,130.2,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0311,TIRAP,252387,244.187799371668,22,31,1077.026000076,165,0,1201,484139,4,3,483533,38816,14.247,2273.481370076,21175,22074,25857,38851,0,27982,41828,1366,1182.20837,222420,0,98.47,98.93,102.34,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0313,UPPER SIANG,164016,226.022797210119,25,8,264.348640244,103,3,277,171907,0,0,171565,8574,17.7,670.597650244,6808,6817,8229,8593,0,8431,8805,380,388.54901,68555,0,49.57,51.89,101.87,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0319,KRA-DAADI,524806,205.769612855106,22,10,1110.6463143,168,1,423,441101,30,1,440322,22043,29.588,2047.8861343,19271,19351,21582,22076,0,22395,22994,591,907.65182,233759,1,48.82,53.3,125.06,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0309,LOHIT,132624,327.578512396694,12,2,202.823459194,10,7,237,3146,0,0,2452,7060,8.96,222.089079194,249,249,5516,7757,0,5604,7899,247,10.30562,1726,0,100,100,100,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0317,ANJAW,207501,98.0267989027221,9,1,62.4160728,89,10,300,47390,21,5,47033,8766,4.89,113.7609728,4883,4883,8347,8922,0,8893,9480,389,46.4549,24888,0,49.17,44.47,100,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0321,NAMSAI,602107,243.095767373058,16,139,501.4704366,143,27,398,122359,0,6,36104,10131,5.2925,804.2124866,7516,7522,17476,29956,0,18233,30972,541,297.44955,42412,0,49.7,59.25,109.43,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0302,WEST KAMENG,272199,259.17574077283,16,0,453.559974091,99,39,287,28855,0,0,28843,12822,5.20192,533.547054091,1725,1725,10189,12849,0,11573,14503,386,74.78516,11128,0,67.57,67.57,149.79,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0319,KRA-DAADI,524806,221.226687311976,22,10,1199.8981743,176,1,416,441101,30,1,440322,22060,29.588,2205.3193043,19271,19351,21594,22093,0,22400,23004,592,975.83313,233759,1,48.82,53.3,132.81,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0320,SIANG,176582,281.748361335041,32,2,247.882934038,116,11,313,106184,39,2,106097,11337,18.14,565.194614038,3312,3507,8339,11345,0,9697,12808,429,299.17168,42146,0,51.87,53.59,142.85,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0303,EAST KAMENG,733943,290.276230215827,12,2,2322.157952432,185,2,469,34750,0,2,34715,33969,39.48,2462.508942432,2685,2686,33672,34025,0,37133,37509,654,100.87099,17680,0,70.95,70.95,100.82,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0310,CHANGLANG,330144,255.845578039293,14,3,810.729148248,285,18,570,81491,24,2,56278,24170,18.61,1037.830268248,5529,5529,16281,30062,0,16927,30996,855,208.49112,26532,0,42.85,44.81,100.63,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0317,ANJAW,207501,97.5385946402195,9,1,62.4160728,89,10,300,47390,21,5,47033,8765,4.89,113.5296128,4883,4883,8347,8921,0,8932,9518,389,46.22354,24888,0,49.17,44.47,100,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0301,TAWANG,212871,286.30481743252,33,7,288.631842295,114,5,336,190724,42,4,190280,13888,13.196,847.879842295,5610,5639,8801,13923,0,9527,14943,450,546.052,106502,0,80.19,81.1,130.23,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0303,EAST KAMENG,733943,290.051194244604,12,2,2088.723650932,184,2,470,34750,0,2,34715,33970,39.48,2228.996440932,2685,2686,33672,34026,0,37126,37503,654,100.79279,17680,0,70.95,70.95,100.82,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0306,WEST SIANG,141348,223.32730098812,27,8,151.5783774,38,5,275,162126,45,2,161945,15724,20.87242,534.5224174,5892,7713,6888,15733,3,8182,17756,313,362.07162,70553,0,38.4,46.35,148.76,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0323,PAKKE KESSANG,156927,260.906929544796,18,0,656.6594226,14,0,108,6898,0,2,6898,7112,3.35,678.0067826,365,365,7097,7132,0,7833,7869,122,17.99736,3866,0,71.18,71.18,0,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0313,UPPER SIANG,164016,239.470021581436,25,8,264.348640244,108,3,278,171907,0,0,171565,8575,17.7,693.714370244,6808,6817,8230,8594,0,8431,8805,386,411.66573,68555,0,49.57,51.89,101.77,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0320,SIANG,176582,279.428783997589,32,2,247.882934038,116,11,313,106184,39,2,106097,11337,18.14,562.731594038,3312,3507,8339,11345,0,9697,12808,429,296.70866,42146,0,51.87,53.59,143.55,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0312,PAPUM PARE,587482,234.668549741532,19,2,1505.2471618,226,0,509,275082,454,20,265155,33320,23.785,2174.5631018,14166,14167,27504,34275,0,28417,35220,735,645.53094,146292,0,40.78,40.78,101.73,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0303,EAST KAMENG,733943,281.04778935458,13,2,2322.417952432,185,2,469,42422,0,2,42359,34045,39.48,2481.124045632,3233,3234,33748,34101,0,37129,37505,654,119.2260932,21866,0,67.22,67.22,100.67,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0305,UPPER SUBANSIRI,572057,220.228104434065,21,241,1600.0559255,242,4,1055,764310,589,29,760807,40181,66.0515,3349.3328505,36286,36289,40262,40342,0,41479,41563,1297,1683.225425,401623,0,51.8,53.26,113.41,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0309,LOHIT,132624,327.578512396694,12,2,204.180686594,56,6,228,3146,0,0,2452,7020,8.96,223.446306594,249,249,5489,7711,0,5618,7895,284,10.30562,1726,0,100,100,100,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0310,CHANGLANG,330144,250.338936279979,15,3,810.989148248,292,18,563,83349,24,2,58071,24172,18.61,1038.254148248,5539,5539,16283,30059,0,16935,31007,855,208.655,26986,0,42.68,44.6,100.71,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0311,TIRAP,252387,243.97900932504,23,31,1166.817718076,186,0,1198,508845,4,3,508172,38885,14.247,2422.539708076,21261,22164,25936,38920,0,27983,41818,1384,1241.47499,233653,0,98.55,98.99,102.25,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0323,PAKKE KESSANG,156927,265.168744563642,18,0,656.7894226,39,0,83,6898,0,2,6898,7112,3.35,678.4307626,365,365,7097,7132,0,7854,7890,122,18.29134,3866,0,71.18,71.18,0,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0325,KAMLE,261114,214.756791960387,26,6,439.62241,22,6,273,204985,208,11,204034,11144,10.522,890.36362,7713,7720,10601,11211,0,12159,12899,295,440.21921,107614,0,25.34,31.28,135.83,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0305,UPPER SUBANSIRI,572057,223.66586018104,24,241,2107.1684674,264,0,1048,877263,589,29,873565,40241,66.0515,4135.3578024,36466,36469,40321,40403,0,41515,41600,1312,1962.137835,460926,0,51.43,53.04,120.44,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0306,WEST SIANG,141348,221.621192419755,28,9,151.5783774,40,5,286,166116,45,2,165890,15790,20.87242,540.5990574,5921,7753,6986,15807,3,8304,17856,326,368.14826,71873,0,38.39,46.22,151.2,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0310,CHANGLANG,330144,255.587481586723,17,4,810.989148248,292,17,573,114727,24,2,80161,24171,18.61,1122.826998248,6379,6383,16286,30059,0,16955,31041,865,293.22785,39065,0,43.4,45.41,116.02,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0311,TIRAP,252387,246.249073686271,28,31,1166.817718076,186,0,1219,623169,4,3,622464,38933,14.247,2715.612608076,22230,23181,25989,38968,0,27986,41808,1405,1534.54789,288027,0,98.81,99.17,102.19,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0323,PAKKE KESSANG,156927,267.911278631487,18,0,656.7894226,48,0,83,6898,0,2,6898,7100,3.35,678.6199426,365,365,7085,7120,0,7869,7905,131,18.48052,3866,0,71.18,71.18,0,NA
2025-2026,Sep,03,ARUNACHAL PRADESH,0302,WEST KAMENG,272199,259.17574077283,16,0,453.559974091,99,39,287,28855,0,0,28843,12813,5.20192,533.547054091,1725,1725,10187,12840,0,11582,14505,386,74.78516,11128,0,67.57,67.57,149.79,NA
